1x,1y,1conf,2x,2y,2conf,3x,3y,3conf,4x,4y,4conf,5x,5y,5conf,6x,6y,6conf,7x,7y,7conf,8x,8y,8conf,9x,9y,9conf,10x,10y,10conf,11x,11y,11conf,12x,12y,12conf,13x,13y,13conf,14x,14y,14conf,15x,15y,15conf,16x,16y,16conf,17x,17y,17conf,18x,18y,18conf,19x,19y,19conf,20x,20y,20conf,21x,21y,21conf,22x,22y,22conf,23x,23y,23conf,24x,24y,24conf,25x,25y,25conf,Label
0,0,0,590.189,86.7147,0.476296,411.914,100.392,0.277528,329.636,364.882,0.21031,368.809,490.278,0.0535865,780.24,84.762,0.444379,803.681,335.515,0.494623,807.641,541.212,0.601474,584.296,572.574,0.293851,494.181,568.633,0.271167,0,0,0,0,0,0,680.354,576.484,0.263457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ready
0,0,0,588.294,84.7617,0.509366,407.993,98.4361,0.31326,319.868,374.687,0.267559,370.774,482.444,0.0746081,780.233,84.7727,0.459119,790.025,333.562,0.470898,805.685,537.26,0.570337,584.271,564.737,0.290892,492.194,558.845,0.273345,0,0,0,0,0,0,682.287,578.436,0.260778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ready
0,0,0,590.246,86.653,0.507218,406.038,96.505,0.314011,327.702,376.656,0.244096,374.687,482.464,0.0709356,780.217,84.7864,0.467877,789.973,343.358,0.407001,803.771,543.216,0.602421,580.427,564.729,0.286692,492.199,560.82,0.252158,0,0,0,0,0,0,678.334,568.646,0.257755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ready
0,0,0,588.287,84.7478,0.509293,409.964,92.576,0.310168,321.816,370.784,0.260906,370.8,488.32,0.0658357,778.304,86.6866,0.444902,790.048,339.444,0.400882,805.655,550.988,0.654783,580.395,570.579,0.314171,490.265,562.781,0.275274,0,0,0,0,0,0,680.273,572.582,0.273633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ready
0,0,0,586.284,86.7457,0.496767,406.033,96.5143,0.30461,319.826,368.834,0.358392,372.731,486.363,0.114108,776.319,90.5983,0.431719,789.997,333.558,0.406658,805.646,547.112,0.68497,576.481,568.659,0.322483,490.258,562.768,0.274208,0,0,0,0,0,0,670.539,578.453,0.265842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ready
0,0,0,590.179,84.7389,0.512917,413.862,88.6614,0.317233,315.91,370.772,0.250742,0,0,0,776.329,86.7223,0.453986,789.965,347.282,0.423604,805.594,551.042,0.697227,574.56,568.636,0.346611,490.246,558.864,0.316283,0,0,0,0,0,0,666.622,578.456,0.283288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ready
0,0,0,588.248,84.7915,0.508652,406.027,98.4422,0.308844,319.855,382.501,0.34026,384.502,521.626,0.0964386,776.344,86.7169,0.44854,790.026,345.321,0.446856,803.778,554.976,0.688105,578.431,568.661,0.314317,490.242,562.772,0.287596,0,0,0,0,0,0,672.473,576.492,0.265985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ready
0,0,0,588.205,84.7238,0.497472,408.006,92.5944,0.331136,317.881,370.779,0.318871,390.36,519.641,0.10406,776.32,88.6371,0.448812,784.166,353.152,0.404113,803.711,554.967,0.720926,578.459,562.765,0.297678,490.295,554.944,0.293212,0,0,0,0,0,0,668.568,570.608,0.257222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ready
0,0,0,588.258,86.7178,0.489727,411.924,94.5466,0.319311,315.912,396.232,0.17088,384.501,509.86,0.0671447,776.316,88.6991,0.450011,795.884,364.897,0.384094,799.827,554.951,0.639149,580.38,539.273,0.277182,496.18,541.224,0.269778,0,0,0,0,0,0,672.477,551.001,0.230333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ready
0,0,0,586.301,94.513,0.536379,411.914,102.406,0.343776,319.806,429.543,0.241188,429.521,631.292,0.0882611,774.344,96.4929,0.444084,791.984,370.772,0.439269,803.71,558.869,0.659771,574.567,558.862,0.305762,490.274,566.673,0.261561,0,0,0,0,0,0,668.565,556.895,0.228942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ready
0,0,0,588.249,98.4673,0.553491,417.776,102.388,0.389035,347.272,439.348,0.282627,380.598,688.143,0.241089,770.439,100.42,0.445255,791.971,364.901,0.460682,805.751,554.914,0.681961,576.49,554.934,0.293721,496.174,552.979,0.27502,0,0,0,0,0,0,666.665,556.89,0.26803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ready
0,0,0,586.244,108.254,0.578822,419.745,114.101,0.42914,378.636,372.744,0.248648,364.931,650.955,0.181628,750.826,116.026,0.488168,784.148,374.701,0.396301,795.898,558.881,0.631395,582.336,541.228,0.319847,496.136,543.166,0.318522,0,0,0,0,0,0,668.555,545.147,0.273701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ready
556.839,37.6745,0.470948,586.239,135.698,0.62438,451.101,127.828,0.375662,382.569,376.648,0.357467,364.884,611.749,0.384527,711.683,153.324,0.530249,758.668,368.816,0.438811,766.553,549.058,0.450895,572.577,549.048,0.354756,492.181,552.957,0.321337,0,0,0,0,0,0,652.878,551.007,0.311913,0,0,0,0,0,0,549.049,12.2364,0.454327,574.585,21.9851,0.463857,0,0,0,633.328,29.9029,0.588565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ready
588.222,5.35678,0.204276,570.525,174.856,0.693984,445.163,165.139,0.567129,382.52,384.52,0.516646,368.792,552.964,0.50242,695.91,180.813,0.619812,719.526,366.892,0.473679,742.937,480.492,0.218456,570.609,554.956,0.381446,496.205,554.923,0.340633,0,0,0,0,0,0,641.165,552.969,0.30854,0,0,0,0,0,0,0,0,0,0,0,0,521.611,5.35783,0.314681,645.035,5.36047,0.178156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ready
586.343,33.822,0.816761,566.675,188.567,0.706385,453.066,182.75,0.570238,400.151,355.104,0.586482,384.559,498.141,0.635935,676.356,194.362,0.668081,727.285,374.708,0.680799,688.153,315.911,0.204662,570.531,525.546,0.380643,500.09,527.488,0.351031,513.786,715.612,0.069933,0,0,0,635.268,519.675,0.317752,0,0,0,0,0,0,558.864,4.38781,0.823885,607.801,18.0824,0.727225,523.576,20.0349,0.715789,633.2,29.8796,0.503572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ready
588.194,65.1431,0.802108,572.547,198.44,0.77067,476.615,196.446,0.633056,417.857,353.108,0.561112,398.273,494.138,0.726661,666.652,206.172,0.663383,725.385,364.872,0.763616,662.621,225.814,0.582977,570.563,523.555,0.4408,503.966,521.639,0.389189,504.009,715.625,0.0758152,0,0,0,635.239,517.72,0.394511,0,0,0,0,0,0,566.669,41.72,0.789706,603.934,43.577,0.82335,531.404,53.4506,0.793471,629.355,57.2855,0.73246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ready
596.091,106.272,0.79569,582.348,225.855,0.782172,494.231,227.763,0.710395,445.216,368.801,0.577263,411.904,509.827,0.692348,668.548,225.756,0.692625,713.666,351.244,0.719793,633.327,214.044,0.650974,576.477,509.85,0.480194,511.882,507.898,0.455811,509.876,715.596,0.267425,0,0,0,637.21,507.891,0.468334,646.982,697.983,0.31062,0,0,0,574.537,86.8084,0.867824,611.76,88.6625,0.8195,543.23,92.6055,0.803742,635.183,100.458,0.760525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ready
613.66,139.59,0.661853,590.226,255.206,0.740627,511.89,259.177,0.659035,472.636,382.565,0.60394,435.461,494.239,0.417497,676.385,247.32,0.648111,703.797,351.141,0.7576,633.299,227.827,0.641162,588.218,515.759,0.541702,527.559,511.847,0.498237,513.822,678.347,0.435885,0,0,0,643.122,515.736,0.499216,647.027,692.074,0.291348,0,0,0,594.094,120.046,0.711554,631.307,125.908,0.697479,564.75,131.686,0.775039,649.055,133.736,0.624638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ready
619.563,167.033,0.815392,601.972,263.049,0.796614,529.476,270.789,0.713881,494.205,384.435,0.752853,476.612,490.306,0.838797,674.455,259.14,0.741422,695.898,339.481,0.784595,633.305,243.484,0.57133,588.333,503.991,0.580463,539.251,498.142,0.557123,527.488,676.395,0.484705,0,0,0,643.061,505.971,0.515608,637.277,674.458,0.443463,0,0,0,603.896,149.479,0.874906,635.21,151.417,0.833629,574.579,151.389,0.848152,649.025,164.996,0.469066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ready
619.558,196.327,0.845533,602.029,276.723,0.81986,539.228,274.81,0.77234,500.057,388.402,0.657882,494.182,486.389,0.777906,668.54,276.766,0.744037,690.136,353.222,0.810968,633.305,261.111,0.663353,590.193,502.011,0.574256,541.301,498.108,0.531812,539.211,664.617,0.46302,0,0,0,637.201,503.989,0.545421,637.251,664.641,0.410971,0,0,0,603.972,180.725,0.889717,633.25,180.833,0.801652,582.35,184.711,0.824849,647,194.387,0.566231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ready
607.841,227.778,0.826712,594.142,308.119,0.787646,529.504,308.095,0.753462,507.871,409.959,0.800814,509.931,478.554,0.895905,660.686,308.145,0.741583,684.268,384.588,0.801846,633.211,298.286,0.527913,599.954,527.509,0.576606,554.848,527.488,0.542215,562.74,684.266,0.521801,0,0,0,645.031,525.596,0.572926,646.945,682.239,0.49047,0,0,0,599.918,214.04,0.823729,619.675,214.122,0.816337,572.654,225.805,0.823412,635.22,227.8,0.591763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ready
596.073,239.462,0.842796,596.101,317.854,0.825394,533.371,319.769,0.775266,523.517,413.879,0.822201,523.646,488.303,0.849653,658.733,315.895,0.767803,682.302,402.164,0.792241,635.236,402.112,0.579965,603.85,513.772,0.646774,562.78,513.79,0.56368,566.663,664.611,0.555695,0,0,0,645.07,509.926,0.584419,635.291,666.638,0.56371,0,0,0,586.186,225.829,0.929158,605.861,225.803,0.91886,566.677,229.777,0.809735,621.571,229.717,0.839362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ready
599.978,243.487,0.874453,599.981,313.973,0.825958,539.252,317.846,0.802225,525.636,415.803,0.862437,539.282,494.194,0.916413,658.778,310.021,0.772128,684.211,398.115,0.801231,645.024,439.357,0.663094,603.985,494.245,0.659622,570.519,496.16,0.604945,566.718,643.103,0.531676,0,0,0,647.024,494.226,0.621627,641.163,645.076,0.581872,0,0,0,586.298,229.716,0.881617,609.775,229.717,0.849097,568.645,229.719,0.858356,621.557,229.798,0.6109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ready
611.753,261.116,0.805414,613.67,321.748,0.846764,554.951,321.879,0.829307,543.172,415.927,0.812447,558.871,492.168,0.860143,668.631,319.804,0.799428,692.097,411.924,0.771059,666.629,488.301,0.79953,617.695,505.917,0.68733,586.206,503.999,0.638076,570.572,635.295,0.600419,0,0,0,650.982,505.92,0.644302,666.696,643.091,0.54891,0,0,0,601.884,253.194,0.849866,619.635,249.335,0.854053,586.22,243.471,0.792715,635.226,241.506,0.753909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ready
631.342,272.871,0.852905,625.469,325.687,0.806131,570.513,331.544,0.788831,560.845,421.683,0.72919,586.244,496.148,0.848854,682.335,323.724,0.826125,698.014,421.722,0.758546,678.393,502.006,0.818997,633.229,500.1,0.700951,598.024,500.081,0.632468,572.602,633.269,0.627047,0,0,0,666.537,500.06,0.686623,674.467,631.319,0.59766,680.337,715.648,0.110572,619.52,259.095,0.897397,639.191,259.179,0.843943,601.999,247.39,0.758128,654.859,253.222,0.554155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ready
650.847,286.56,0.851628,643.062,335.423,0.821303,586.267,333.542,0.786725,584.347,429.474,0.797289,615.585,503.97,0.798253,698.003,335.431,0.827369,701.895,427.558,0.766537,680.271,507.831,0.859958,641.149,498.145,0.658044,605.848,500.077,0.623692,596.067,633.252,0.660199,590.187,715.639,0.120075,678.308,496.176,0.64379,690.101,631.304,0.630686,682.348,715.648,0.0790813,637.211,272.841,0.858504,662.613,272.892,0.833588,619.538,259.164,0.820063,676.375,263.058,0.556614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ready
658.754,290.392,0.866956,648.923,335.439,0.903588,592.168,333.549,0.757818,599.919,427.543,0.767734,623.522,494.257,0.827057,699.936,335.485,0.828117,699.93,429.556,0.804553,674.445,507.85,0.7996,641.159,496.154,0.687566,603.977,494.189,0.699745,601.944,621.518,0.681525,603.997,715.645,0.164993,680.242,496.129,0.691638,686.203,623.5,0.663496,682.27,715.645,0.122368,648.969,274.83,0.896955,666.717,278.678,0.856542,631.26,261.054,0.784957,682.236,274.719,0.357479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605.926,715.654,0.058733,Ready
662.621,292.484,0.775744,648.897,337.497,0.907719,594.084,335.568,0.786892,600,429.586,0.814493,627.413,505.954,0.813575,698.033,339.41,0.832376,697.959,431.549,0.828809,668.538,507.93,0.877374,641.147,498.096,0.651103,603.971,496.148,0.671969,601.976,621.53,0.685217,604.018,715.65,0.115706,680.217,496.193,0.658278,682.385,621.587,0.736957,684.2,715.653,0.0741427,649.031,284.568,0.784288,666.685,286.501,0.810872,631.264,270.792,0.805539,682.207,272.754,0.423672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ready
648.883,306.067,0.822995,643.066,341.407,0.801315,588.272,337.573,0.820988,592.129,433.453,0.773257,629.327,507.883,0.850874,695.957,345.32,0.808868,688.162,431.525,0.766643,666.56,507.835,0.860451,637.241,494.24,0.688092,603.906,494.208,0.681112,601.881,621.536,0.673249,603.963,715.649,0.115689,672.458,494.189,0.654239,680.362,619.65,0.772699,682.238,715.65,0.0949124,635.355,292.423,0.760928,654.892,292.478,0.748266,619.673,282.599,0.735667,676.36,286.547,0.804803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ready
637.222,308.111,0.854615,635.258,347.238,0.894821,586.259,345.333,0.801578,590.248,433.471,0.79161,625.475,505.952,0.826048,686.184,345.303,0.787351,684.211,431.477,0.842501,664.621,507.879,0.882674,635.316,494.146,0.737223,603.845,492.285,0.718973,596.088,617.619,0.654901,604.007,715.65,0.100905,668.533,492.247,0.706961,682.264,617.6,0.748806,682.335,715.645,0.173968,629.374,298.32,0.823867,649.006,300.215,0.889359,615.604,284.585,0.736344,666.659,284.556,0.80797,0,0,0,0,0,0,688.168,715.662,0.0710519,0,0,0,0,0,0,0,0,0,Ready
633.378,308.124,0.859724,641.125,349.196,0.832619,590.231,349.149,0.788206,601.909,441.262,0.772245,633.273,509.861,0.893321,690.131,347.285,0.78564,694.005,433.496,0.795562,666.62,509.881,0.893475,643.126,496.197,0.661005,607.815,496.196,0.647373,601.932,621.568,0.667577,603.939,715.648,0.151514,680.265,496.155,0.692702,686.184,621.586,0.612521,694.055,715.641,0.174352,625.457,300.252,0.798845,645.049,300.266,0.8221,617.518,288.481,0.145601,666.683,286.49,0.84964,0,0,0,0,0,0,695.941,715.659,0.0857112,0,0,0,0,0,0,605.927,715.654,0.0573585,Ready
641.127,308.107,0.614575,649.057,351.123,0.915797,601.905,349.195,0.816924,603.965,433.472,0.80303,635.267,509.807,0.886464,697.929,351.166,0.816838,697.995,441.265,0.778966,670.542,511.86,0.829078,649.039,502.013,0.688112,617.609,500.098,0.665527,605.916,619.617,0.616653,603.928,715.639,0.208213,682.307,500.097,0.686355,692.087,621.519,0.659627,693.971,715.642,0.152895,633.332,296.344,0.560035,650.886,302.143,0.67011,621.519,280.65,0.486261,672.516,288.533,0.879587,0,0,0,0,0,0,695.904,715.661,0.0714112,0,0,0,0,0,0,605.882,715.656,0.0803391,Ready
651.025,315.906,0.736658,654.894,351.139,0.866061,605.859,349.249,0.811872,607.837,433.51,0.781077,641.161,507.846,0.839749,705.794,351.163,0.823374,705.789,433.495,0.777533,680.287,509.826,0.888987,652.882,500.086,0.69027,619.619,498.135,0.6692,605.854,619.54,0.663615,602.002,715.64,0.187719,686.202,496.217,0.635401,695.922,621.594,0.638127,695.999,715.64,0.205682,646.952,304.17,0.70629,664.59,304.219,0.80487,631.348,282.63,0.73353,680.389,290.391,0.901791,0,0,0,0,0,0,697.943,715.658,0.0939225,0,0,0,0,0,0,603.97,715.654,0.0656802,Ready
658.747,317.901,0.802294,656.799,351.148,0.861398,605.85,349.238,0.825254,613.701,441.254,0.777129,643.123,507.892,0.858686,709.648,351.176,0.841639,705.771,435.411,0.783046,680.24,509.817,0.885412,652.877,500.057,0.683681,619.58,498.106,0.670565,609.81,619.653,0.652312,605.921,715.642,0.226841,686.243,496.203,0.632111,693.96,627.416,0.614523,694.067,715.641,0.176445,648.925,306.037,0.84032,666.589,306.044,0.853023,633.353,286.554,0.545305,684.218,290.381,0.692856,0,0,0,0,0,0,695.965,715.659,0.0864206,0,0,0,0,0,0,609.817,715.659,0.0880466,Ready
658.757,317.883,0.821729,658.738,351.174,0.851879,605.844,349.229,0.823799,611.718,433.488,0.801666,641.116,507.816,0.855171,709.709,351.229,0.856936,705.771,433.488,0.798419,680.26,507.948,0.885858,654.826,498.1,0.6572,619.646,496.194,0.656917,609.797,625.488,0.614486,609.771,715.644,0.140021,692.045,496.169,0.634624,692.03,619.635,0.597896,694.049,715.635,0.238708,648.904,306.044,0.893909,666.644,306.071,0.891515,633.29,286.528,0.662717,682.339,290.456,0.732515,0,0,0,0,0,0,695.94,715.651,0.12464,0,0,0,0,0,0,615.63,715.652,0.0565307,Ready
662.664,319.734,0.874257,656.805,351.172,0.857126,604.017,351.108,0.832511,611.76,433.537,0.776403,639.198,507.852,0.859162,709.668,351.159,0.855634,705.771,433.509,0.792648,680.237,509.8,0.878592,652.973,503.981,0.677633,619.636,503.959,0.667319,613.662,623.522,0.637299,607.875,715.643,0.1578,690.117,502.012,0.632043,694.01,625.444,0.598979,693.995,715.634,0.170479,649.032,306.113,0.885698,668.551,306.064,0.870352,633.384,290.454,0.767506,684.247,288.559,0.716828,0,0,0,0,0,0,694.034,715.651,0.0877501,0,0,0,0,0,0,613.712,715.653,0.0655467,Ready
664.555,319.841,0.883245,658.758,351.185,0.863906,605.84,351.085,0.823626,611.756,433.51,0.785113,639.178,505.987,0.851547,711.577,351.224,0.873901,705.799,433.499,0.782125,680.267,507.966,0.881437,652.908,500.092,0.690744,619.614,498.118,0.680409,611.76,619.61,0.660605,605.862,715.641,0.218368,688.147,498.146,0.638088,694.012,623.513,0.616427,694.018,715.64,0.146778,650.948,306.218,0.858588,670.511,306.211,0.824892,635.236,292.412,0.770163,686.208,292.388,0.681878,0,0,0,0,0,0,694.044,715.658,0.0705532,0,0,0,0,0,0,607.857,715.656,0.0827175,Ready
664.713,319.877,0.891115,660.682,351.191,0.861377,605.919,351.09,0.800742,609.82,433.463,0.792488,637.296,505.917,0.843519,711.596,353.069,0.864972,705.818,437.396,0.77071,680.221,509.837,0.879313,652.889,502.007,0.69069,619.608,498.134,0.67713,613.676,621.591,0.635157,605.922,715.641,0.215516,686.214,498.136,0.644374,694.008,619.634,0.652236,694.041,715.642,0.177617,652.891,308.056,0.832587,676.392,308.048,0.815194,635.303,296.332,0.782418,690.076,294.39,0.569872,0,0,0,0,0,0,695.927,715.661,0.0874053,0,0,0,0,0,0,609.768,715.657,0.0845213,Ready
664.7,319.822,0.909403,660.734,351.185,0.873102,607.843,351.11,0.797539,609.824,433.51,0.782062,639.173,505.914,0.833574,711.632,351.228,0.88391,707.773,433.488,0.813422,680.342,507.891,0.858862,654.874,503.971,0.670351,621.546,502.041,0.655664,613.677,619.575,0.685024,605.895,715.643,0.206253,692.064,502.011,0.634348,695.93,621.545,0.63568,695.932,715.643,0.17918,652.924,308.046,0.83379,676.376,306.211,0.816829,635.365,292.469,0.792249,690.081,290.528,0.689168,0,0,0,0,0,0,695.978,715.661,0.0876974,0,0,0,0,0,0,607.861,715.656,0.0748128,Ready
666.63,319.793,0.906365,660.75,351.153,0.871162,607.857,351.117,0.794889,609.786,431.59,0.797703,639.201,505.926,0.822577,711.632,351.177,0.873894,709.632,433.527,0.794662,680.337,507.936,0.871143,654.88,503.976,0.670086,621.539,502.033,0.655173,613.657,621.534,0.631758,605.896,715.645,0.151784,692.095,502.027,0.638128,695.895,623.481,0.645182,695.941,715.644,0.18569,656.8,306.218,0.827475,678.362,306.155,0.843322,637.225,294.361,0.795395,688.184,290.46,0.489652,0,0,0,0,0,0,696.017,715.661,0.0870574,0,0,0,0,0,0,0,0,0,Ready
666.713,319.763,0.809193,662.687,351.124,0.884887,609.806,349.242,0.776304,611.736,433.475,0.786399,639.221,507.809,0.839774,711.71,351.189,0.886379,709.675,433.512,0.819132,680.339,507.922,0.885717,654.9,502.027,0.656223,621.569,500.076,0.647915,611.769,619.629,0.634017,605.937,715.643,0.15157,693.966,500.063,0.637404,696.002,623.489,0.679426,695.932,715.648,0.126076,660.697,306.158,0.758437,680.236,306.104,0.740699,639.187,292.485,0.744087,692.075,290.452,0.40743,0,0,0,0,0,0,695.99,715.663,0.0573402,0,0,0,0,0,0,0,0,0,Ready
666.709,319.771,0.88804,664.597,351.162,0.909737,613.714,349.218,0.794146,613.713,433.485,0.795821,641.139,505.955,0.838843,713.643,351.258,0.878235,709.734,437.363,0.818542,680.378,509.813,0.904424,658.803,505.918,0.675019,623.473,504.015,0.653945,615.704,625.482,0.629431,609.789,715.643,0.151135,695.958,504.005,0.670754,695.936,627.397,0.633285,693.956,715.644,0.162018,658.79,306.129,0.843129,680.289,306.104,0.866559,643.065,294.39,0.716469,695.917,290.547,0.545803,0,0,0,0,0,0,694.035,715.661,0.0777378,0,0,0,0,0,0,613.688,715.654,0.0531644,Ready
666.702,319.765,0.889025,664.653,351.16,0.914764,615.595,349.233,0.79664,615.604,433.492,0.800225,645.026,507.855,0.856807,713.69,351.238,0.867429,711.593,439.314,0.836065,682.211,509.882,0.908338,658.779,500.07,0.676947,623.486,498.125,0.652471,615.695,619.561,0.693624,607.805,715.646,0.171674,695.921,498.157,0.679388,696.036,627.42,0.705687,694.04,715.649,0.105925,660.686,306.133,0.827502,680.279,306.105,0.890133,643.112,292.406,0.703628,695.95,292.476,0.672537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609.781,715.657,0.058402,Ready
668.613,319.775,0.878056,664.649,351.179,0.925415,615.614,349.257,0.809156,615.614,433.453,0.793979,645.045,507.81,0.839693,713.692,351.246,0.858757,711.647,437.386,0.837342,682.251,509.865,0.909936,660.686,503.971,0.665352,625.428,502.049,0.63984,617.545,621.567,0.644318,609.768,715.643,0.153417,695.94,503.961,0.668185,696.029,631.292,0.704066,694.047,715.645,0.145135,662.609,306.126,0.854771,680.351,306.112,0.911294,645.014,292.435,0.749174,695.974,292.414,0.61459,0,0,0,0,0,0,695.947,715.661,0.0627432,0,0,0,0,0,0,613.659,715.651,0.0504315,Ready
